"ensembl_gene_id","description","external_gene_name","chromosome_name","gene_biotype"
"ENSMUSG00000005886","nuclear receptor coactivator 2 [Source:MGI Symbol;Acc:MGI:1276533]","Ncoa2","1","protein_coding"
"ENSMUSG00000025935","translocating chain-associating membrane protein 1 [Source:MGI Symbol;Acc:MGI:1919515]","Tram1","1","protein_coding"
"ENSMUSG00000025937","lactamase, beta 2 [Source:MGI Symbol;Acc:MGI:2442551]","Lactb2","1","protein_coding"
"ENSMUSG00000025932","EYA transcriptional coactivator and phosphatase 1 [Source:MGI Symbol;Acc:MGI:109344]","Eya1","1","protein_coding"
"ENSMUSG00000025930","musculin [Source:MGI Symbol;Acc:MGI:1333884]","Msc","1","protein_coding"
"ENSMUSG00000092083","potassium voltage gated channel, Shab-related subfamily, member 2 [Source:MGI Symbol;Acc:MGI:99632]","Kcnb2","1","protein_coding"
"ENSMUSG00000025925","telomeric repeat binding factor 1 [Source:MGI Symbol;Acc:MGI:109634]","Terf1","1","protein_coding"
"ENSMUSG00000032719","somatomedin B and thrombospondin, type 1 domain containing [Source:MGI Symbol;Acc:MGI:2684952]","Sbspon","1","protein_coding"
"ENSMUSG00000067795","RIKEN cDNA 4930444P10 gene [Source:MGI Symbol;Acc:MGI:1923049]","4930444P10Rik","1","protein_coding"
"ENSMUSG00000043716","ribosomal protein L7 [Source:MGI Symbol;Acc:MGI:98073]","Rpl7","1","protein_coding"
"ENSMUSG00000025921","retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol;Acc:MGI:1924238]","Rdh10","1","protein_coding"
"ENSMUSG00000025920","staufen double-stranded RNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1352508]","Stau2","1","protein_coding"
"ENSMUSG00000025939","ubiquitin-conjugating enzyme E2W (putative) [Source:MGI Symbol;Acc:MGI:1914049]","Ube2w","1","protein_coding"
"ENSMUSG00000079658","elongin C [Source:MGI Symbol;Acc:MGI:1915173]","Eloc","1","protein_coding"
"ENSMUSG00000025940","transmembrane protein 70 [Source:MGI Symbol;Acc:MGI:1915068]","Tmem70","1","protein_coding"
"ENSMUSG00000025779","lymphocyte antigen 96 [Source:MGI Symbol;Acc:MGI:1341909]","Ly96","1","protein_coding"
"ENSMUSG00000042686","junctophilin 1 [Source:MGI Symbol;Acc:MGI:1891495]","Jph1","1","protein_coding"
"ENSMUSG00000025777","ganglioside-induced differentiation-associated-protein 1 [Source:MGI Symbol;Acc:MGI:1338002]","Gdap1","1","protein_coding"
"ENSMUSG00000067780","peptidase inhibitor 15 [Source:MGI Symbol;Acc:MGI:1934659]","Pi15","1","protein_coding"
"ENSMUSG00000025776","cysteine-rich secretory protein LCCL domain containing 1 [Source:MGI Symbol;Acc:MGI:1934666]","Crispld1","1","protein_coding"
"ENSMUSG00000025927","transcription factor AP-2 beta [Source:MGI Symbol;Acc:MGI:104672]","Tfap2b","1","protein_coding"
"ENSMUSG00000041859","minichromosome maintenance complex component 3 [Source:MGI Symbol;Acc:MGI:101845]","Mcm3","1","protein_coding"
"ENSMUSG00000025931","progestin and adipoQ receptor family member VIII [Source:MGI Symbol;Acc:MGI:1921479]","Paqr8","1","protein_coding"
"ENSMUSG00000041809","EF-hand domain (C-terminal) containing 1 [Source:MGI Symbol;Acc:MGI:1919127]","Efhc1","1","protein_coding"
"ENSMUSG00000041779","translocating chain-associating membrane protein 2 [Source:MGI Symbol;Acc:MGI:1924817]","Tram2","1","protein_coding"
"ENSMUSG00000025933","transmembrane protein 14A [Source:MGI Symbol;Acc:MGI:1922962]","Tmem14a","1","protein_coding"
"ENSMUSG00000025934","glutathione S-transferase, alpha 3 [Source:MGI Symbol;Acc:MGI:95856]","Gsta3","1","protein_coding"
"ENSMUSG00000028033","potassium voltage-gated channel, subfamily Q, member 5 [Source:MGI Symbol;Acc:MGI:1924937]","Kcnq5","1","protein_coding"
"ENSMUSG00000041670","regulating synaptic membrane exocytosis 1 [Source:MGI Symbol;Acc:MGI:2152971]","Rims1","1","protein_coding"
"ENSMUSG00000026158","opioid growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:1917405]","Ogfrl1","1","protein_coding"
"ENSMUSG00000026156","beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) [Source:MGI Symbol;Acc:MGI:2389490]","B3gat2","1","protein_coding"
"ENSMUSG00000026155","small ArfGAP 1 [Source:MGI Symbol;Acc:MGI:2138261]","Smap1","1","protein_coding"
"ENSMUSG00000026154","succinate dehydrogenase complex assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915252]","Sdhaf4","1","protein_coding"
"ENSMUSG00000026153","family with sequence similarity 135, member A [Source:MGI Symbol;Acc:MGI:1915437]","Fam135a","1","protein_coding"
"ENSMUSG00000026147","collagen, type IX, alpha 1 [Source:MGI Symbol;Acc:MGI:88465]","Col9a1","1","protein_coding"
"ENSMUSG00000026141","collagen, type XIX, alpha 1 [Source:MGI Symbol;Acc:MGI:1095415]","Col19a1","1","protein_coding"
"ENSMUSG00000073725","LMBR1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1915671]","Lmbrd1","1","protein_coding"
"ENSMUSG00000033569","adhesion G protein-coupled receptor B3 [Source:MGI Symbol;Acc:MGI:2441837]","Adgrb3","1","protein_coding"
"ENSMUSG00000048874","PHD finger protein 3 [Source:MGI Symbol;Acc:MGI:2446126]","Phf3","1","protein_coding"
"ENSMUSG00000026064","protein tyrosine phosphatase 4a1 [Source:MGI Symbol;Acc:MGI:1277096]","Ptp4a1","1","protein_coding"
"ENSMUSG00000026058","KH domain containing, RNA binding, signal transduction associated 2 [Source:MGI Symbol;Acc:MGI:2159649]","Khdrbs2","1","protein_coding"
"ENSMUSG00000091318","predicted gene 5415 [Source:MGI Symbol;Acc:MGI:3644687]","Gm5415","1","protein_coding"
"ENSMUSG00000026134","DNA primase, p58 subunit [Source:MGI Symbol;Acc:MGI:97758]","Prim2","1","protein_coding"
"ENSMUSG00000004768","RAB23, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:99833]","Rab23","1","protein_coding"
"ENSMUSG00000042215","BCL2-associated athanogene 2 [Source:MGI Symbol;Acc:MGI:1891254]","Bag2","1","protein_coding"
"ENSMUSG00000042197","zinc finger protein 451 [Source:MGI Symbol;Acc:MGI:2137896]","Zfp451","1","protein_coding"
"ENSMUSG00000042182","BEN domain containing 6 [Source:MGI Symbol;Acc:MGI:2444572]","Bend6","1","protein_coding"
"ENSMUSG00000026131","dystonin [Source:MGI Symbol;Acc:MGI:104627]","Dst","1","protein_coding"
"ENSMUSG00000042111","coiled-coil domain containing 115 [Source:MGI Symbol;Acc:MGI:1916918]","Ccdc115","1","protein_coding"
"ENSMUSG00000026127","IMP4, U3 small nucleolar ribonucleoprotein [Source:MGI Symbol;Acc:MGI:106572]","Imp4","1","protein_coding"
"ENSMUSG00000026126","protein tyrosine phosphatase, non-receptor type 18 [Source:MGI Symbol;Acc:MGI:108410]","Ptpn18","1","protein_coding"
"ENSMUSG00000045174","APC membrane recruitment 3 [Source:MGI Symbol;Acc:MGI:3026939]","Amer3","1","protein_coding"
"ENSMUSG00000037509","Rho guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:2442507]","Arhgef4","1","protein_coding"
"ENSMUSG00000037503","family with sequence similarity 168, member B [Source:MGI Symbol;Acc:MGI:2448487]","Fam168b","1","protein_coding"
"ENSMUSG00000026123","pleckstrin homology domain containing, family B (evectins) member 2 [Source:MGI Symbol;Acc:MGI:2385825]","Plekhb2","1","protein_coding"
"ENSMUSG00000045216","heparan sulfate 6-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1354958]","Hs6st1","1","protein_coding"
"ENSMUSG00000037470","UDP-glucose glycoprotein glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2443162]","Uggt1","1","protein_coding"
"ENSMUSG00000047180","neuralized E3 ubiquitin protein ligase 3 [Source:MGI Symbol;Acc:MGI:2429944]","Neurl3","1","protein_coding"
"ENSMUSG00000037447","AT rich interactive domain 5A (MRF1-like) [Source:MGI Symbol;Acc:MGI:2443039]","Arid5a","1","protein_coding"
"ENSMUSG00000010453","KAT8 regulatory NSL complex subunit 3 [Source:MGI Symbol;Acc:MGI:1918055]","Kansl3","1","protein_coding"
"ENSMUSG00000037432","fer-1-like 5 (C. elegans) [Source:MGI Symbol;Acc:MGI:3616091]","Fer1l5","1","protein_coding"
"ENSMUSG00000001143","lectin, mannose-binding 2-like [Source:MGI Symbol;Acc:MGI:2443010]","Lman2l","1","protein_coding"
"ENSMUSG00000037408","cyclin M4 [Source:MGI Symbol;Acc:MGI:2151060]","Cnnm4","1","protein_coding"
"ENSMUSG00000001138","cyclin M3 [Source:MGI Symbol;Acc:MGI:2151055]","Cnnm3","1","protein_coding"
"ENSMUSG00000067653","ankyrin repeat domain 23 [Source:MGI Symbol;Acc:MGI:1925571]","Ankrd23","1","protein_coding"
"ENSMUSG00000079610","ankyrin repeat domain 39 [Source:MGI Symbol;Acc:MGI:1914816]","Ankrd39","1","protein_coding"
"ENSMUSG00000026121","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C [Source:MGI Symbol;Acc:MGI:109252]","Sema4c","1","protein_coding"
"ENSMUSG00000061518","cytochrome c oxidase subunit 5B [Source:MGI Symbol;Acc:MGI:88475]","Cox5b","1","protein_coding"
"ENSMUSG00000037351","ARP1 actin-related protein 1B, centractin beta [Source:MGI Symbol;Acc:MGI:1917446]","Actr1b","1","protein_coding"
"ENSMUSG00000102416","RIKEN cDNA 4933424G06 gene [Source:MGI Symbol;Acc:MGI:1918416]","4933424G06Rik","1","protein_coding"
"ENSMUSG00000026117","zeta-chain (TCR) associated protein kinase [Source:MGI Symbol;Acc:MGI:99613]","Zap70","1","protein_coding"
"ENSMUSG00000026116","transmembrane protein 131 [Source:MGI Symbol;Acc:MGI:1927110]","Tmem131","1","protein_coding"
"ENSMUSG00000050122","von Willebrand factor A domain containing 3B [Source:MGI Symbol;Acc:MGI:1918103]","Vwa3b","1","protein_coding"
"ENSMUSG00000026113","inositol polyphosphate-4-phosphatase, type I [Source:MGI Symbol;Acc:MGI:1931123]","Inpp4a","1","protein_coding"
"ENSMUSG00000026112","cytochrome C oxidase assembly factor 5 [Source:MGI Symbol;Acc:MGI:1923428]","Coa5","1","protein_coding"
"ENSMUSG00000026111","unc-50 homolog [Source:MGI Symbol;Acc:MGI:1914637]","Unc50","1","protein_coding"
"ENSMUSG00000026110","mannoside acetylglucosaminyltransferase 4, isoenzyme A [Source:MGI Symbol;Acc:MGI:2662992]","Mgat4a","1","protein_coding"
"ENSMUSG00000026090","RIKEN cDNA 2010300C02 gene [Source:MGI Symbol;Acc:MGI:1919347]","2010300C02Rik","1","protein_coding"
"ENSMUSG00000060771","testis specific 10 [Source:MGI Symbol;Acc:MGI:2685063]","Tsga10","1","protein_coding"
"ENSMUSG00000037216","lipoyltransferase 1 [Source:MGI Symbol;Acc:MGI:3645211]","Lipt1","1","protein_coding"
"ENSMUSG00000026088","MIT, microtubule interacting and transport, domain containing 1 [Source:MGI Symbol;Acc:MGI:1916278]","Mitd1","1","protein_coding"
"ENSMUSG00000026087","mitochondrial ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:1333820]","Mrpl30","1","protein_coding"
"ENSMUSG00000058407","thioredoxin domain containing 9 [Source:MGI Symbol;Acc:MGI:2138153]","Txndc9","1","protein_coding"
"ENSMUSG00000026083","eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772]","Eif5b","1","protein_coding"
"ENSMUSG00000026082","REV1, DNA directed polymerase [Source:MGI Symbol;Acc:MGI:1929074]","Rev1","1","protein_coding"
"ENSMUSG00000037138","AF4/FMR2 family, member 3 [Source:MGI Symbol;Acc:MGI:106927]","Aff3","1","protein_coding"
"ENSMUSG00000048814","LON peptidase N-terminal domain and ring finger 2 [Source:MGI Symbol;Acc:MGI:1920209]","Lonrf2","1","protein_coding"
"ENSMUSG00000026080","carbohydrate sulfotransferase 10 [Source:MGI Symbol;Acc:MGI:2138283]","Chst10","1","protein_coding"
"ENSMUSG00000026078","phosducin-like 3 [Source:MGI Symbol;Acc:MGI:1916083]","Pdcl3","1","protein_coding"
"ENSMUSG00000026077","neuronal PAS domain protein 2 [Source:MGI Symbol;Acc:MGI:109232]","Npas2","1","protein_coding"
"ENSMUSG00000073702","ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]","Rpl31","1","protein_coding"
"ENSMUSG00000003134","TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]","Tbc1d8","1","protein_coding"
"ENSMUSG00000003135","CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]","Cnot11","1","protein_coding"
"ENSMUSG00000048234","ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438]","Rnf149","1","protein_coding"
"ENSMUSG00000050967","cellular repressor of E1A-stimulated genes 2 [Source:MGI Symbol;Acc:MGI:1928333]","Creg2","1","protein_coding"
"ENSMUSG00000057173","regulatory factor X 8 [Source:MGI Symbol;Acc:MGI:3588206]","Rfx8","1","protein_coding"
"ENSMUSG00000026074","mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394]","Map4k4","1","protein_coding"
"ENSMUSG00000026073","interleukin 1 receptor, type II [Source:MGI Symbol;Acc:MGI:96546]","Il1r2","1","protein_coding"
"ENSMUSG00000026072","interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]","Il1r1","1","protein_coding"
"ENSMUSG00000070942","interleukin 1 receptor-like 2 [Source:MGI Symbol;Acc:MGI:1913107]","Il1rl2","1","protein_coding"
"ENSMUSG00000026065","solute carrier family 9 (sodium/hydrogen exchanger), member 4 [Source:MGI Symbol;Acc:MGI:105074]","Slc9a4","1","protein_coding"
"ENSMUSG00000026062","solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:MGI Symbol;Acc:MGI:105075]","Slc9a2","1","protein_coding"
"ENSMUSG00000041945","major facilitator superfamily domain containing 9 [Source:MGI Symbol;Acc:MGI:2443548]","Mfsd9","1","protein_coding"
"ENSMUSG00000045515","POU domain, class 3, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102564]","Pou3f3","1","protein_coding"
"ENSMUSG00000060679","mitochondrial ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1916777]","Mrps9","1","protein_coding"
"ENSMUSG00000041907","G protein-coupled receptor 45 [Source:MGI Symbol;Acc:MGI:2135882]","Gpr45","1","protein_coding"
"ENSMUSG00000070939","transforming growth factor, beta receptor associated protein 1 [Source:MGI Symbol;Acc:MGI:2447427]","Tgfbrap1","1","protein_coding"
"ENSMUSG00000010290","expressed sequence AI597479 [Source:MGI Symbol;Acc:MGI:2138299]","AI597479","1","protein_coding"
"ENSMUSG00000008136","four and a half LIM domains 2 [Source:MGI Symbol;Acc:MGI:1338762]","Fhl2","1","protein_coding"
"ENSMUSG00000066877","non-catalytic region of tyrosine kinase adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1306821]","Nck2","1","protein_coding"
"ENSMUSG00000026051","ECRG4 augurin precursor [Source:MGI Symbol;Acc:MGI:1926146]","Ecrg4","1","protein_coding"
"ENSMUSG00000057363","UDP-glucuronate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:1915133]","Uxs1","1","protein_coding"
"ENSMUSG00000041763","tripeptidyl peptidase II [Source:MGI Symbol;Acc:MGI:102724]","Tpp2","1","protein_coding"
"ENSMUSG00000026049","testis expressed 30 [Source:MGI Symbol;Acc:MGI:1922873]","Tex30","1","protein_coding"
"ENSMUSG00000026047","protein O-glucosyltransferase 2 [Source:MGI Symbol;Acc:MGI:1919300]","Poglut2","1","protein_coding"
"ENSMUSG00000041684","basic, immunoglobulin-like variable motif containing [Source:MGI Symbol;Acc:MGI:2179809]","Bivm","1","protein_coding"
"ENSMUSG00000026048","excision repair cross-complementing rodent repair deficiency, complementation group 5 [Source:MGI Symbol;Acc:MGI:103582]","Ercc5","1","protein_coding"
"ENSMUSG00000056870","GULP, engulfment adaptor PTB domain containing 1 [Source:MGI Symbol;Acc:MGI:1920407]","Gulp1","1","protein_coding"
"ENSMUSG00000026043","collagen, type III, alpha 1 [Source:MGI Symbol;Acc:MGI:88453]","Col3a1","1","protein_coding"
"ENSMUSG00000026042","collagen, type V, alpha 2 [Source:MGI Symbol;Acc:MGI:88458]","Col5a2","1","protein_coding"
"ENSMUSG00000025995","WD repeat domain 75 [Source:MGI Symbol;Acc:MGI:1920924]","Wdr75","1","protein_coding"
"ENSMUSG00000025993","solute carrier family 40 (iron-regulated transporter), member 1 [Source:MGI Symbol;Acc:MGI:1315204]","Slc40a1","1","protein_coding"
"ENSMUSG00000041144","dynein, axonemal, heavy chain 7B [Source:MGI Symbol;Acc:MGI:2684953]","Dnah7b","1","protein_coding"
"ENSMUSG00000101337","dynein, axonemal, heavy chain 7C [Source:MGI Symbol;Acc:MGI:3639762]","Dnah7c","1","protein_coding"
"ENSMUSG00000025986","solute carrier family 39 (zinc transporter), member 10 [Source:MGI Symbol;Acc:MGI:1914515]","Slc39a10","1","protein_coding"
"ENSMUSG00000026109","transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:MGI Symbol;Acc:MGI:1861735]","Tmeff2","1","protein_coding"
"ENSMUSG00000045954","caveolae associated 2 [Source:MGI Symbol;Acc:MGI:99513]","Cavin2","1","protein_coding"
"ENSMUSG00000026107","nucleic acid binding protein 1 [Source:MGI Symbol;Acc:MGI:1923258]","Nabp1","1","protein_coding"
"ENSMUSG00000018417","myosin IB [Source:MGI Symbol;Acc:MGI:107752]","Myo1b","1","protein_coding"
"ENSMUSG00000062939","signal transducer and activator of transcription 4 [Source:MGI Symbol;Acc:MGI:103062]","Stat4","1","protein_coding"
"ENSMUSG00000026104","signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]","Stat1","1","protein_coding"
"ENSMUSG00000026103","glutaminase [Source:MGI Symbol;Acc:MGI:95752]","Gls","1","protein_coding"
"ENSMUSG00000002881","Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564]","Nab1","1","protein_coding"
"ENSMUSG00000043015","nuclear envelope integral membrane protein 2 [Source:MGI Symbol;Acc:MGI:2444113]","Nemp2","1","protein_coding"
"ENSMUSG00000041439","major facilitator superfamily domain containing 6 [Source:MGI Symbol;Acc:MGI:1922925]","Mfsd6","1","protein_coding"
"ENSMUSG00000026102","inositol polyphosphate-1-phosphatase [Source:MGI Symbol;Acc:MGI:104848]","Inpp1","1","protein_coding"
"ENSMUSG00000041426","3-hydroxyisobutyryl-Coenzyme A hydrolase [Source:MGI Symbol;Acc:MGI:1923792]","Hibch","1","protein_coding"
"ENSMUSG00000043629","RIKEN cDNA 1700019D03 gene [Source:MGI Symbol;Acc:MGI:1914330]","1700019D03Rik","1","protein_coding"
"ENSMUSG00000026098","PMS1 homolog 1, mismatch repair system component [Source:MGI Symbol;Acc:MGI:1202302]","Pms1","1","protein_coding"
"ENSMUSG00000026097","ORM1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2181669]","Ormdl1","1","protein_coding"
"ENSMUSG00000026096","O-sialoglycoprotein endopeptidase-like 1 [Source:MGI Symbol;Acc:MGI:1919335]","Osgepl1","1","protein_coding"
"ENSMUSG00000026095","asparagine synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1917646]","Asnsd1","1","protein_coding"
"ENSMUSG00000096141","dynein, axonemal, heavy chain 7A [Source:MGI Symbol;Acc:MGI:2685838]","Dnah7a","1","protein_coding"
"ENSMUSG00000026094","serine/threonine kinase 17b (apoptosis-inducing) [Source:MGI Symbol;Acc:MGI:2138162]","Stk17b","1","protein_coding"
"ENSMUSG00000042807","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2685817]","Hecw2","1","protein_coding"
"ENSMUSG00000041303","general transcription factor IIIC, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2138383]","Gtf3c3","1","protein_coding"
"ENSMUSG00000073678","post-GPI attachment to proteins 1 [Source:MGI Symbol;Acc:MGI:2443342]","Pgap1","1","protein_coding"
"ENSMUSG00000052331","ankyrin repeat domain 44 [Source:MGI Symbol;Acc:MGI:3045243]","Ankrd44","1","protein_coding"
"ENSMUSG00000025982","splicing factor 3b, subunit 1 [Source:MGI Symbol;Acc:MGI:1932339]","Sf3b1","1","protein_coding"
"ENSMUSG00000025981","coenzyme Q10B [Source:MGI Symbol;Acc:MGI:1915126]","Coq10b","1","protein_coding"
"ENSMUSG00000025980","heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242]","Hspd1","1","protein_coding"
"ENSMUSG00000073676","heat shock protein 1 (chaperonin 10) [Source:MGI Symbol;Acc:MGI:104680]","Hspe1","1","protein_coding"
"ENSMUSG00000025979","MOB family member 4, phocein [Source:MGI Symbol;Acc:MGI:104899]","Mob4","1","protein_coding"
"ENSMUSG00000025978","raftlin family member 2 [Source:MGI Symbol;Acc:MGI:1921263]","Rftn2","1","protein_coding"
"ENSMUSG00000046994","methionine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2444136]","Mars2","1","protein_coding"
"ENSMUSG00000038349","phospholipase C-like 1 [Source:MGI Symbol;Acc:MGI:3036262]","Plcl1","1","protein_coding"
"ENSMUSG00000038331","special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336]","Satb2","1","protein_coding"
"ENSMUSG00000038323","RIKEN cDNA 1700066M21 gene [Source:MGI Symbol;Acc:MGI:1920717]","1700066M21Rik","1","protein_coding"
"ENSMUSG00000048495","tRNA-yW synthesizing protein 5 [Source:MGI Symbol;Acc:MGI:1915986]","Tyw5","1","protein_coding"
"ENSMUSG00000025971","matrix AAA peptidase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1915365]","Maip1","1","protein_coding"
"ENSMUSG00000038305","spermatogenesis associated, serine-rich 2-like [Source:MGI Symbol;Acc:MGI:1914448]","Spats2l","1","protein_coding"
"ENSMUSG00000054770","potassium channel tetramerisation domain containing 18 [Source:MGI Symbol;Acc:MGI:3603813]","Kctd18","1","protein_coding"
"ENSMUSG00000026039","shugoshin 2A [Source:MGI Symbol;Acc:MGI:1098767]","Sgo2a","1","protein_coding"
"ENSMUSG00000063558","aldehyde oxidase 1 [Source:MGI Symbol;Acc:MGI:88035]","Aox1","1","protein_coding"
"ENSMUSG00000064294","aldehyde oxidase 3 [Source:MGI Symbol;Acc:MGI:1918974]","Aox3","1","protein_coding"
"ENSMUSG00000038242","aldehyde oxidase 4 [Source:MGI Symbol;Acc:MGI:1919122]","Aox4","1","protein_coding"
"ENSMUSG00000051223","basic leucine zipper and W2 domains 1 [Source:MGI Symbol;Acc:MGI:1914132]","Bzw1","1","protein_coding"
"ENSMUSG00000026034","CDC-like kinase 1 [Source:MGI Symbol;Acc:MGI:107403]","Clk1","1","protein_coding"
"ENSMUSG00000026035","peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475]","Ppil3","1","protein_coding"
"ENSMUSG00000026036","Ngg1 interacting factor 3-like 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:1929485]","Nif3l1","1","protein_coding"
"ENSMUSG00000026037","origin recognition complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1328306]","Orc2","1","protein_coding"
"ENSMUSG00000038174","family with sequence similarity 126, member B [Source:MGI Symbol;Acc:MGI:1098784]","Fam126b","1","protein_coding"
